EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-32.7	750 FD	smu @ louisville	Tyler Shough	team_ftd	o  	'+750	-	-	'+650	-	-	-	-
-32.7	750 ESPN	auburn @ georgia	Arian Smith	ftd	o  	'+650	-	'+750/-1600	'+650	-	-	-	-
-32.7	750 FD	alabama @ vanderbilt	Germie Bernard	team_ftd	o  	'+750	-	-	'+650	-	-	-	-
-33.0	700 MGM	ucla @ penn state	J Michael Sturdivant	attd	o  	'+500	'+700	'+625/-1400	'+700	-	-	-	-
-33.1	800 ESPN	auburn @ georgia	Dominic Lovett	ftd	o  	'+650	-	'+800/-1800	'+700	-	-	-	-
-33.1	600 DK	alabama @ vanderbilt	Jam Miller	ftd	o  	'+550	'+600	'+600/-1200	'+500	-	-	-	-
-33.6	850 FD	tennessee @ arkansas	Bru Mccoy	team_ftd	o  	'+850	-	-	'+700	-	-	-	-
-33.6	1300 FD	michigan @ washington	Kendrick Bell	attd	o  	'+1300	'+850	-	-	-	-	-	-
-34.0	550 MGM	usc @ minnesota	Darius Taylor	ftd	o  	-	'+550	-	'+550	-	-	-	-
-34.0	550 MGM	navy @ air force	Alex Tecza	team_ftd	o  	'+550	-	-	'+550	-	-	-	-
-34.0	550 MGM	missouri @ texas a&m	Amari Daniels	team_ftd	o  	'+550	-	-	'+550	-	-	-	-
-34.0	550 MGM	michigan @ washington	Denzel Boston	2+td	o  	'+550	-	-	'+550	-	-	-	-
-34.0	550 MGM	indiana @ northwestern	Aj Henning	team_ftd	o  	'+550	-	-	'+550	-	-	-	-
-34.0	2700 FD	clemson @ florida state	Malik Benson	ftd	o  	'+2700	'+2500	'+1800/-5000	-	-	-	-	-
-34.0	550 MGM	auburn @ georgia	Dominic Lovett	2+td	o  	'+550	-	-	'+550	-	-	-	-
-34.0	550 MGM	auburn @ georgia	Dillon Bell	team_ftd	o  	'+550	-	-	'+550	-	-	-	-
-34.5	800 FD	iowa @ ohio state	Emeka Egbuka	ftd	o  	'+800	'+700	'+750/-1600	'+700	-	-	-	-
-36.7	700 FD	michigan @ washington	Jeremiah Hunter	team_ftd	o  	'+700	-	-	'+650	-	-	-	-
-36.7	1000 MGM	auburn @ georgia	Jarquez Hunter	ftd	o  	'+1000	-	'+900/-2000	'+1000	-	-	-	-
-36.7	700 FD	auburn @ georgia	Dillon Bell	2+td	o  	'+700	-	-	'+650	-	-	-	-
-36.8	1800 FD	indiana @ northwestern	Aj Henning	ftd	o  	'+1800	'+1800	'+1300/-3500	'+1700	-	-	-	-
-37.1	800 FD	rutgers @ nebraska	Samuel Brown	team_ftd	o  	'+800	-	-	'+700	-	-	-	-
-37.1	800 MGM	missouri @ texas a&m	Luther Burden	ftd	o  	'+700	-	-	'+800	-	-	-	-
-37.1	800 FD	iowa @ ohio state	Will Howard	team_ftd	o  	'+800	-	-	'+700	-	-	-	-
-37.1	800 FD	alabama @ vanderbilt	Eli Stowers	team_ftd	o  	'+800	-	-	'+700	-	-	-	-
-37.3	600 MGM	smu @ louisville	Jake Bailey	team_ftd	o  	'+600	-	-	'+600	-	-	-	-
-37.3	600 MGM	navy @ air force	Daba Fofana	team_ftd	o  	'+600	-	-	'+600	-	-	-	-
-37.3	600 MGM	michigan @ washington	Alex Orji	team_ftd	o  	'+600	-	-	'+600	-	-	-	-
-37.3	3000 FD	kansas @ arizona state	Jared Casey	ftd	o  	'+3000	'+2500	'+2000/-6000	-	-	-	-	-
-37.3	600 FD	auburn @ georgia	Malcolm Simmons	attd	o  	'+600	'+600	-	-	-	-	-	-
-37.8	2000 FD	texas tech @ arizona	Caleb Douglas	ftd	o  	'+2000	-	'+1500/-4000	'+1900	-	-	-	-
-38.0	950 DK	michigan @ washington	Giles Jackson	ftd	o  	'+900	'+950	'+900/-2000	'+800	-	-	-	-
-38.0	1700 FD	kansas @ arizona state	Quentin Skinner	ftd	o  	'+1700	'+1500	'+1300/-3500	-	-	-	-	-
-38.0	1300 MGM	indiana @ northwestern	Thomas Gordon	attd	o  	'+1300	'+450	-	'+1300	-	-	-	-
-38.3	1200 FD	rutgers @ nebraska	Thomas Fidone	team_ftd	o  	'+1200	-	-	'+850	-	-	-	-
-38.3	1200 FD	michigan @ washington	Cameron Davis	team_ftd	o  	'+1200	-	-	'+850	-	-	-	-
-38.4	1700 DK	indiana @ northwestern	Jack Lausch	ftd	o  	'+1600	'+1700	'+1300/-3500	'+1400	-	-	-	-
-38.4	900 ESPN	auburn @ georgia	Dillon Bell	ftd	o  	'+750	-	'+900/-2000	'+750	-	-	-	-
-39.3	1900 FD	alabama @ vanderbilt	Kobe Prentice	2+td	o  	'+1900	-	-	'+1000	-	-	-	-
-39.3	1900 FD	alabama @ vanderbilt	Kendrick Law	2+td	o  	'+1900	-	-	'+1000	-	-	-	-
-39.6	1400 FD	iowa @ ohio state	Carnell Tate	ftd	o  	'+1400	'+1300	'+1100/-3000	'+1200	-	-	-	-
-40.4	1000 ESPN	rutgers @ nebraska	Rahmir Johnson	ftd	o  	'+700	-	'+1000/-2500	'+900	-	-	-	-
-40.4	1000 FD	iowa @ ohio state	Carnell Tate	team_ftd	o  	'+1000	-	-	'+800	-	-	-	-
-40.4	1000 MGM	indiana @ northwestern	Frank Covey	attd	o  	'+1000	'+600	-	'+1000	-	-	-	-
-40.4	1000 DK	baylor @ iowa state	Jaylon Jackson	ftd	o  	'+800	'+1000	-	-	-	-	-	-
-40.6	750 FD	auburn @ georgia	Cam Coleman	team_ftd	o  	'+750	-	-	'+700	-	-	-	-
-40.7	650 MGM	smu @ louisville	Isaac Brown	ftd	o  	'+650	-	-	'+650	-	-	-	-
-40.7	650 MGM	missouri @ texas a&m	Cyrus Allen	team_ftd	o  	'+650	-	-	'+650	-	-	-	-
-40.9	800 DK	navy @ air force	Brandon Chatman	ftd	o  	'+750	'+800	-	'+700	-	-	-	-
-41.5	850 FD	tennessee @ arkansas	Isaiah Sategna	team_ftd	o  	'+850	-	-	'+750	-	-	-	-
-41.5	850 FD	tennessee @ arkansas	Desean Bishop	2+td	o  	'+850	-	-	'+750	-	-	-	-
-41.5	850 FD	rutgers @ nebraska	Jacory Barney	team_ftd	o  	'+850	-	-	'+750	-	-	-	-
-41.5	850 FD	michigan @ washington	Donovan Edwards	2+td	o  	'+850	-	-	'+750	-	-	-	-
-41.5	850 FD	iowa @ ohio state	Will Howard	2+td	o  	'+850	-	-	'+750	-	-	-	-
-41.5	800 FD	baylor @ iowa state	Jaylin Noel	ftd	o  	'+800	'+800	'+800/-1800	-	-	-	-	-
-41.8	1300 MGM	ucla @ penn state	Drew Allar	ftd	o  	'+1100	'+1000	'+1100/-3000	'+1300	-	-	-	-
-42.0	2700 FD	pittsburgh @ north carolina	Eli Holstein	ftd	o  	'+2700	'+1100	-	-	-	-	-	-
-42.0	1100 MGM	ole miss @ south carolina	Lanorris Sellers	ftd	o  	-	-	'+1000/-2500	'+1100	-	-	-	-
-42.0	1600 FD	kansas @ arizona state	Lawrence Arnold	ftd	o  	'+1600	'+1600	'+1300/-3500	-	-	-	-	-
-42.1	6500 DK	ucla @ penn state	Moliki Matavao	ftd	o  	'+3600	'+6500	'+2800/-15000	'+4000	-	-	-	-
-42.2	1300 MGM	rutgers @ nebraska	Rahmir Johnson	2+td	o  	'+900	-	-	'+1300	-	-	-	-
-42.8	1100 MGM	texas tech @ arizona	Josh Kelly	ftd	o  	'+1100	-	'+1000/-2500	'+1100	-	-	-	-
-42.8	1300 FD	tennessee @ arkansas	Bru Mccoy	ftd	o  	'+1300	'+1100	'+1100/-3000	'+1200	-	-	-	-
-42.8	1300 DK	michigan @ washington	Jeremiah Hunter	ftd	o  	'+1200	'+1300	'+1100/-3000	'+1100	-	-	-	-
-42.9	1800 FD	kansas @ arizona state	Chamon Metayer	ftd	o  	'+1800	'+1700	'+1500/-4000	-	-	-	-	-
-43.0	1300 MGM	texas tech @ arizona	Coy Eakin	ftd	o  	'+1200	-	'+1100/-3000	'+1300	-	-	-	-
-43.1	1100 MGM	ucla @ penn state	Drew Allar	2+td	o  	'+850	-	-	'+1100	-	-	-	-
-43.1	1100 FD	smu @ louisville	Tyler Shough	2+td	o  	'+1100	-	-	'+850	-	-	-	-
-43.1	1100 FD	smu @ louisville	Donald Chaney	ftd	o  	'+1100	-	-	'+850	-	-	-	-
-43.1	1100 MGM	alabama @ vanderbilt	Quincy Skinner	team_ftd	o  	'+850	-	-	'+1100	-	-	-	-
-43.4	900 ESPN	tennessee @ arkansas	Nico Iamaleava	ftd	o  	'+750	'+850	'+900/-2000	'+750	-	-	-	-
-44.0	3500 FD	rutgers @ nebraska	Chris Long	ftd	o  	'+3500	-	'+2200/-8000	'+3000	-	-	-	-
-44.1	700 MGM	texas tech @ arizona	Josh Kelly	2+td	o  	'+700	-	-	'+700	-	-	-	-
-44.1	700 MGM	indiana @ northwestern	Omar Cooper	team_ftd	o  	'+700	-	-	'+700	-	-	-	-
-44.5	800 FD	tennessee @ arkansas	Desean Bishop	team_ftd	o  	'+800	-	-	'+750	-	-	-	-
-44.5	800 FD	smu @ louisville	Jacorey Brooks	ftd	o  	'+800	-	-	'+750	-	-	-	-
-44.5	800 FD	rutgers @ nebraska	Kenny Fletcher	team_ftd	o  	'+800	-	-	'+750	-	-	-	-
-44.5	800 FD	navy @ air force	Owen Allen	team_ftd	o  	'+800	-	-	'+750	-	-	-	-
-44.5	800 FD	navy @ air force	Alex Tecza	ftd	o  	'+800	'+750	-	'+750	-	-	-	-
-45.1	850 FD	michigan @ washington	Donovan Edwards	ftd	o  	'+850	'+800	-	'+750	-	-	-	-
-45.1	3500 FD	iowa @ ohio state	Luke Lachey	ftd	o  	'+3500	'+3500	'+2200/-8000	'+2800	-	-	-	-
-45.7	1200 MGM	indiana @ northwestern	Myles Price	ftd	o  	'+1200	'+850	'+1100/-3000	'+1200	-	-	-	-
-45.8	900 FD	smu @ louisville	Kevin Jennings	ftd	o  	'+900	-	-	'+800	-	-	-	-
-45.8	900 FD	navy @ air force	Dylan Carson	team_ftd	o  	'+900	-	-	'+800	-	-	-	-
-46.0	1000 FD	kansas @ arizona state	Jordyn Tyson	ftd	o  	'+1000	'+900	'+1000/-2500	-	-	-	-	-
-47.2	1500 FD	alabama @ vanderbilt	Kobe Prentice	ftd	o  	'+1500	'+900	'+1500/-4000	'+1000	-	-	-	-
-47.3	1400 MGM	ole miss @ south carolina	Cayden Lee	ftd	o  	-	-	'+1300/-3500	'+1400	-	-	-	-
-47.6	750 MGM	ucla @ penn state	Ethan Garbers	attd	o  	-	'+750	-	'+750	-	-	-	-
-47.6	750 MGM	tennessee @ arkansas	Donte Thornton	team_ftd	o  	'+750	-	-	'+750	-	-	-	-
-47.6	750 MGM	ole miss @ south carolina	Lanorris Sellers	2+td	o  	'+750	-	-	'+750	-	-	-	-
-47.8	1000 DK	ucf @ florida	Kobe Hudson	ftd	o  	-	'+1000	-	'+850	-	-	-	-
-47.8	1400 MGM	texas tech @ arizona	Montana Lemonious Craig	ftd	o  	'+1400	-	'+1300/-3500	'+1400	-	-	-	-
-47.8	1000 FD	iowa @ ohio state	Luke Lachey	team_ftd	o  	'+1000	-	-	'+850	-	-	-	-
-48.5	850 MGM	texas tech @ arizona	Montana Lemonious Craig	team_ftd	o  	'+800	-	-	'+850	-	-	-	-
-48.5	850 FD	ole miss @ south carolina	Jaxson Dart	2+td	o  	'+850	-	-	'+800	-	-	-	-
-48.5	850 FD	auburn @ georgia	Rivaldo Fairweather	team_ftd	o  	'+850	-	-	'+800	-	-	-	-
-49.3	900 FD	navy @ air force	Daba Fofana	ftd	o  	'+900	'+800	-	'+850	-	-	-	-
-50.1	1200 FD	ucla @ penn state	Omari Evans	ftd	o  	'+1200	'+900	-	'+950	-	-	-	-
-50.1	1300 FD	auburn @ georgia	Nate Frazier	2+td	o  	'+1300	-	-	'+950	-	-	-	-
-50.2	950 FD	tennessee @ arkansas	Squirrel White	team_ftd	o  	'+950	-	-	'+850	-	-	-	-
-50.2	950 FD	rutgers @ nebraska	Ian Strong	team_ftd	o  	'+950	-	-	'+850	-	-	-	-
-50.3	3000 FD	michigan @ washington	Tyler Morris	ftd	o  	'+3000	'+2200	'+2200/-8000	'+2500	-	-	-	-
-50.5	1100 FD	tennessee @ arkansas	Isaac Teslaa	team_ftd	o  	'+1100	-	-	'+900	-	-	-	-
-50.5	1100 MGM	ole miss @ south carolina	Antwane Wells	ftd	o  	-	-	'+1100/-3000	'+1100	-	-	-	-
-50.5	1100 FD	auburn @ georgia	Jarquez Hunter	2+td	o  	'+1100	-	-	'+900	-	-	-	-
-50.5	1100 FD	alabama @ vanderbilt	Sedrick Alexander	2+td	o  	'+1100	-	-	'+900	-	-	-	-
-51.2	800 MGM	navy @ air force	Eli Heidenreich	2+td	o  	'+800	-	-	'+800	-	-	-	-
-52.5	900 DK	ucf @ florida	Kj Jefferson	ftd	o  	-	'+900	-	'+850	-	-	-	-
-52.5	900 MGM	texas tech @ arizona	Coy Eakin	2+td	o  	'+850	-	-	'+900	-	-	-	-
-52.5	900 MGM	texas tech @ arizona	Caleb Douglas	team_ftd	o  	'+850	-	-	'+900	-	-	-	-
-52.5	900 DK	pittsburgh @ north carolina	Konata Mumpfield	ftd	o  	'+850	'+900	-	-	-	-	-	-
-52.5	900 FD	iowa @ ohio state	Emeka Egbuka	2+td	o  	'+900	-	-	'+850	-	-	-	-
-52.5	900 FD	indiana @ northwestern	Myles Price	team_ftd	o  	'+900	-	-	'+850	-	-	-	-
-52.5	900 FD	auburn @ georgia	Colbie Young	team_ftd	o  	'+900	-	-	'+850	-	-	-	-
-53.7	1200 FD	indiana @ northwestern	Caleb Komolafe	team_ftd	o  	'+1200	-	-	'+950	-	-	-	-
-53.9	1100 ESPN	rutgers @ nebraska	Jahmal Banks	ftd	o  	'+1000	-	'+1100/-3000	'+850	-	-	-	-
-53.9	1100 FD	navy @ air force	Cade Harris	ftd	o  	'+1100	'+900	-	'+950	-	-	-	-
-54.5	1400 FD	michigan @ washington	Semaj Morgan	team_ftd	o  	'+1400	-	-	'+1000	-	-	-	-
-54.6	1000 FD	tennessee @ arkansas	Chris Brazzell	team_ftd	o  	'+1000	-	-	'+900	-	-	-	-
-54.8	1800 ESPN	tennessee @ arkansas	Desean Bishop	ftd	o  	'+1100	'+1100	'+1800/-5000	'+1000	-	-	-	-
-54.9	850 MGM	texas tech @ arizona	Jalin Conyers	team_ftd	o  	'+850	-	-	'+850	-	-	-	-
-54.9	850 MGM	tennessee @ arkansas	Tyrone Broden	team_ftd	o  	'+850	-	-	'+850	-	-	-	-
-54.9	850 FD	michigan @ washington	Decker Degraaf	attd	o  	'+850	'+850	-	-	-	-	-	-
-56.6	950 FD	indiana @ northwestern	Miles Cross	team_ftd	o  	'+950	-	-	'+900	-	-	-	-
-56.6	950 FD	indiana @ northwestern	Elijah Sarratt	2+td	o  	'+950	-	-	'+900	-	-	-	-
-57.3	1100 DK	navy @ air force	Aiden Calvert	ftd	o  	'+1000	'+1100	-	'+900	-	-	-	-
-57.5	1300 DK	ucf @ florida	Elijhah Badger	ftd	o  	-	'+1300	-	'+1000	-	-	-	-
-57.5	1300 FD	texas tech @ arizona	Montana Lemonious Craig	2+td	o  	'+1300	-	-	'+1000	-	-	-	-
-59.4	1500 FD	alabama @ vanderbilt	Kendrick Law	ftd	o  	'+1500	'+1100	-	'+1000	-	-	-	-
-59.5	1100 ESPN	indiana @ northwestern	Omar Cooper	ftd	o  	'+1000	'+900	'+1100/-3000	'+1000	-	-	-	-
-59.7	2000 ESPN	tennessee @ arkansas	Donte Thornton	ftd	o  	'+1200	'+950	'+2000/-6000	'+1200	-	-	-	-
-60.6	1200 MGM	texas tech @ arizona	Jeremiah Patterson	team_ftd	o  	'+1000	-	-	'+1200	-	-	-	-
-60.6	1200 FD	indiana @ northwestern	Kurtis Rourke	team_ftd	o  	'+1200	-	-	'+1000	-	-	-	-
-60.6	1200 DK	clemson @ florida state	Bryant Wesco	ftd	o  	'+1000	'+1200	-	-	-	-	-	-
-60.6	1200 FD	alabama @ vanderbilt	Kendrick Law	team_ftd	o  	'+1200	-	-	'+1000	-	-	-	-
-60.6	1200 FD	alabama @ vanderbilt	Cj Dippre	team_ftd	o  	'+1200	-	-	'+1000	-	-	-	-
-60.8	1000 DK	usc @ minnesota	Zachariah Branch	ftd	o  	-	'+1000	-	'+950	-	-	-	-
-60.8	1000 MGM	usc @ minnesota	Jakobi Lane	ftd	o  	-	'+950	-	'+1000	-	-	-	-
-62.5	2200 MGM	texas tech @ arizona	Keyan Burnett	ftd	o  	'+2100	-	'+2200/-8000	'+2200	-	-	-	-
-63.6	1100 FD	rutgers @ nebraska	Emmett Johnson	team_ftd	o  	'+1100	-	-	'+1000	-	-	-	-
-63.6	1100 FD	rutgers @ nebraska	Dylan Raiola	team_ftd	o  	'+1100	-	-	'+1000	-	-	-	-
-63.6	1100 DK	missouri @ texas a&m	Amari Daniels	ftd	o  	'+1000	'+1100	-	'+1000	-	-	-	-
-63.6	1100 DK	clemson @ florida state	Jay Haynes	ftd	o  	'+1000	'+1100	-	-	-	-	-	-
-63.6	1100 FD	alabama @ vanderbilt	Germie Bernard	2+td	o  	'+1100	-	-	'+1000	-	-	-	-
-63.6	1100 FD	alabama @ vanderbilt	Diego Pavia	2+td	o  	'+1100	-	-	'+1000	-	-	-	-
-64.8	1600 FD	smu @ louisville	Tyler Shough	ftd	o  	'+1600	-	-	'+1100	-	-	-	-
-64.8	1600 FD	smu @ louisville	Keyshawn Smith	team_ftd	o  	'+1600	-	-	'+1100	-	-	-	-
-64.8	1600 FD	navy @ air force	Quin Smith	team_ftd	o  	'+1600	-	-	'+1100	-	-	-	-
-64.8	1600 FD	auburn @ georgia	Nate Frazier	ftd	o  	'+1600	-	-	'+1100	-	-	-	-
-65.4	2800 FD	iowa @ ohio state	Gee Scott	team_ftd	o  	'+2800	-	-	'+1200	-	-	-	-
-66.6	1000 MGM	usc @ minnesota	Kyron Hudson	ftd	o  	-	'+1000	-	'+1000	-	-	-	-
-66.6	1000 MGM	ucf @ florida	Trent Whittemore	ftd	o  	-	'+1000	-	'+1000	-	-	-	-
-66.6	1000 MGM	texas tech @ arizona	Kedrick Reescano	team_ftd	o  	'+1000	-	-	'+1000	-	-	-	-
-66.6	1000 MGM	indiana @ northwestern	Zach Horton	team_ftd	o  	'+1000	-	-	'+1000	-	-	-	-
-66.6	1000 MGM	indiana @ northwestern	Bryce Kirtz	team_ftd	o  	'+1000	-	-	'+1000	-	-	-	-
-66.8	1500 FD	smu @ louisville	Romello Brinson	team_ftd	o  	'+1500	-	-	'+1100	-	-	-	-
-66.8	1500 FD	rutgers @ nebraska	Chris Long	team_ftd	o  	'+1500	-	-	'+1100	-	-	-	-
-66.8	1500 FD	iowa @ ohio state	Jacob Gill	team_ftd	o  	'+1500	-	-	'+1100	-	-	-	-
-66.9	3500 MGM	texas tech @ arizona	Drae Mccray	ftd	o  	'+2800	-	'+2800/-15000	'+3500	-	-	-	-
-68.9	1400 DK	tennessee @ arkansas	Taylen Green	ftd	o  	'+1200	'+1400	-	'+1000	-	-	-	-
-68.9	1400 FD	smu @ louisville	Jake Bailey	2+td	o  	'+1400	-	-	'+1100	-	-	-	-
-71.0	1300 MGM	texas tech @ arizona	Keyan Burnett	team_ftd	o  	'+1100	-	-	'+1300	-	-	-	-
-71.0	1300 FD	rutgers @ nebraska	Isaiah Neyor	2+td	o  	'+1300	-	-	'+1100	-	-	-	-
-71.0	1300 FD	navy @ air force	Brandon Chatman	2+td	o  	'+1300	-	-	'+1100	-	-	-	-
-71.0	1300 DK	clemson @ florida state	Tj Moore	ftd	o  	'+1100	'+1300	-	-	-	-	-	-
-71.0	1300 ESPN	baylor @ iowa state	Rocco Becht	ftd	o  	'+1100	'+1100	'+1300/-3500	-	-	-	-	-
-71.0	1300 FD	auburn @ georgia	Nate Frazier	team_ftd	o  	'+1300	-	-	'+1100	-	-	-	-
-71.4	2300 FD	missouri @ texas a&m	Theo Wease	2+td	o  	'+2300	-	-	'+1200	-	-	-	-
-72.4	1600 FD	missouri @ texas a&m	Theo Wease	ftd	o  	'+1600	'+1200	-	'+1100	-	-	-	-
-72.4	1600 FD	missouri @ texas a&m	Brady Cook	ftd	o  	'+1600	'+1100	-	'+1200	-	-	-	-
-73.1	1200 FD	smu @ louisville	Mark Redman	team_ftd	o  	'+1200	-	-	'+1100	-	-	-	-
-73.1	1200 FD	rutgers @ nebraska	Athan Kaliakmanis	team_ftd	o  	'+1200	-	-	'+1100	-	-	-	-
-73.1	1200 DK	baylor @ iowa state	Richard Reese	ftd	o  	'+1100	'+1200	-	-	-	-	-	-
-73.1	1200 FD	auburn @ georgia	Oscar Delp	team_ftd	o  	'+1200	-	-	'+1100	-	-	-	-
-73.1	1200 FD	auburn @ georgia	Malcolm Simmons	team_ftd	o  	'+1200	-	-	'+1100	-	-	-	-
-75.0	2000 DK	pittsburgh @ north carolina	Gavin Bartholomew	ftd	o  	'+1200	'+2000	-	-	-	-	-	-
-75.1	1100 MGM	texas tech @ arizona	Noah Fifita	team_ftd	o  	'+1100	-	-	'+1100	-	-	-	-
-75.1	1100 MGM	texas tech @ arizona	Cameron Dickey	team_ftd	o  	'+1100	-	-	'+1100	-	-	-	-
-75.1	1100 MGM	smu @ louisville	Lj Johnson	team_ftd	o  	'+1100	-	-	'+1100	-	-	-	-
-75.1	1100 FD	pittsburgh @ north carolina	Kenny Johnson	ftd	o  	'+1100	'+1100	-	-	-	-	-	-
-75.1	1100 MGM	navy @ air force	Alex Tecza	2+td	o  	'+1100	-	-	'+1100	-	-	-	-
-75.1	1100 FD	baylor @ iowa state	Bryson Washington	ftd	o  	'+1100	'+1100	-	-	-	-	-	-
-75.6	1400 DK	missouri @ texas a&m	Cyrus Allen	ftd	o  	'+1300	'+1400	-	'+1000	-	-	-	-
-77.2	1300 ESPN	auburn @ georgia	Colbie Young	ftd	o  	'+1200	-	'+1300/-3500	'+1100	-	-	-	-
-79.7	1600 FD	missouri @ texas a&m	Brady Cook	2+td	o  	'+1600	-	-	'+1200	-	-	-	-
-79.7	1600 FD	indiana @ northwestern	Joseph Himon	team_ftd	o  	'+1600	-	-	'+1200	-	-	-	-
-80.9	1500 FD	missouri @ texas a&m	Cyrus Allen	2+td	o  	'+1500	-	-	'+1200	-	-	-	-
-82.1	1400 FD	auburn @ georgia	Damari Alston	team_ftd	o  	'+1400	-	-	'+1200	-	-	-	-
-83.3	1300 FD	ucla @ penn state	Keegan Jones	team_ftd	o  	'+1300	-	-	'+1200	-	-	-	-
-83.3	1300 FD	tennessee @ arkansas	Andrew Armstrong	2+td	o  	'+1300	-	-	'+1200	-	-	-	-
-83.3	1300 DK	pittsburgh @ north carolina	Raphael Williams	ftd	o  	'+1200	'+1300	-	-	-	-	-	-
-83.3	1300 FD	navy @ air force	Cade Harris	2+td	o  	'+1300	-	-	'+1200	-	-	-	-
-83.3	1300 FD	indiana @ northwestern	Cam Porter	2+td	o  	'+1300	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	tennessee @ arkansas	Ty Washington	team_ftd	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	tennessee @ arkansas	Luke Hasz	team_ftd	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	tennessee @ arkansas	Donte Thornton	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	tennessee @ arkansas	Bru Mccoy	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	ole miss @ south carolina	Antwane Wells	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	navy @ air force	Nathan Kent	team_ftd	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	navy @ air force	Daba Fofana	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	missouri @ texas a&m	Amari Daniels	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	michigan @ washington	Giles Jackson	2+td	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	iowa @ ohio state	Cade Mcnamara	team_ftd	o  	'+1200	-	-	'+1200	-	-	-	-
-84.5	1200 MGM	auburn @ georgia	Lawson Luckie	team_ftd	o  	'+1200	-	-	'+1200	-	-	-	-
-88.6	1400 FD	alabama @ vanderbilt	Sedrick Alexander	ftd	o  	'+1400	'+1400	-	'+1100	-	-	-	-
-89.3	1300 FD	navy @ air force	John Busha	ftd	o  	'+1300	'+1300	-	'+1200	-	-	-	-
-92.8	2200 FD	rutgers @ nebraska	Jahmal Banks	2+td	o  	'+2200	-	-	'+1300	-	-	-	-
-93.8	1900 FD	ucla @ penn state	Liam Clifford	ftd	o  	'+1900	'+1100	-	'+1500	-	-	-	-
-93.8	1900 FD	auburn @ georgia	Carson Beck	2+td	o  	'+1900	-	-	'+1300	-	-	-	-
-94.1	1800 MGM	texas tech @ arizona	Kedrick Reescano	2+td	o  	'+1300	-	-	'+1800	-	-	-	-
-94.7	1600 FD	indiana @ northwestern	Marshall Lang	team_ftd	o  	'+1600	-	-	'+1300	-	-	-	-
-95.3	1400 MGM	usc @ minnesota	Quinten Joyner	ftd	o  	-	'+1300	-	'+1400	-	-	-	-
-95.3	1400 FD	tennessee @ arkansas	Squirrel White	ftd	o  	'+1400	'+1300	-	'+1300	-	-	-	-
-95.3	1400 MGM	tennessee @ arkansas	Squirrel White	2+td	o  	'+1300	-	-	'+1400	-	-	-	-
-95.3	1400 FD	smu @ louisville	Jake Bailey	ftd	o  	'+1400	-	-	'+1300	-	-	-	-
-95.3	1400 DK	kansas @ arizona state	Jalon Daniels	ftd	o  	'+1300	'+1400	-	-	-	-	-	-
-95.3	1400 FD	iowa @ ohio state	Reece Vander Zee	team_ftd	o  	'+1400	-	-	'+1300	-	-	-	-
-95.3	1400 FD	indiana @ northwestern	Keshawn Williams	team_ftd	o  	'+1400	-	-	'+1300	-	-	-	-
-95.3	1400 DK	baylor @ iowa state	Benjamin Brahmer	ftd	o  	'+1300	'+1400	-	-	-	-	-	-
-95.6	1300 MGM	texas tech @ arizona	Behren Morton	team_ftd	o  	'+1300	-	-	'+1300	-	-	-	-
