EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-5.5	-108 DK	clemson @ florida state		1q_spread	o -3.5	-	-108/-112	-	-	-	-105/-113	-	-
-5.5	-120 DK	clemson @ florida state		spread	u -15.5	-	-111/-120	-	-	-	-101/-115	-	-
-5.5	-135 DK	bowling green @ akron		total	u 52.5	-	'+101/-135	-	-	-	111/-129	-	-
-5.5	-151 DK	baylor @ iowa state		total	o 42.5	-	-151/+113	-	-	-	-144/123	-	-
-5.5	105 DK	alabama @ vanderbilt		away_total	o 39.5	-	'+105/-145	-	-	-	108/-126	-	-
-5.6	-133 DK	tennessee @ arkansas		total	u 58.0	-	'+100/-133	-	-	-	109/-127	-	-
-5.6	-147 DK	south alabama @ arkansas state		spread	u -4.5	-	'+110/-147	-	-	-	119/-141	-	-
-5.6	-129 DK	smu @ louisville		total	o 55.0	-	-129/-103	-	-	-	-123/106	-	-
-5.6	-137 DK	smu @ louisville		total	o 54.5	-	-137/+103	-	-	-	-131/112	-	-
-5.6	-132 DK	nevada @ san jose state		total	o 50.0	-	-132/+100	-	-	-	-126/108	-	-
-5.6	-124 DK	navy @ air force		spread	u -10.5	-	-107/-124	-	-	-	102/-118	-	-
-5.6	-132 DK	miami ohio @ toledo		total	o 43.0	-	-132/-101	-	-	-	-126/108	-	-
-5.6	-149 DK	iowa @ ohio state		total	o 43.5	-	-149/+112	-	-	-	-142/121	-	-
-5.6	-110 FD	east carolina @ charlotte		spread	o -8.5	-110/-110	-112/-119	-	-	-	-106/-109	-	-
-5.6	205 DK	east carolina @ charlotte		1h_ml	u  	-	-250/+205	-	-	-	-243/198	-	-
-5.6	-105 DK	clemson @ florida state		away_total	u 30.5	-	-130/-105	-	-	-	-115/-101	-	-
-5.6	-298 DK	baylor @ iowa state		1q_ml	u  	-	'+240/-298	-	-	-	225/-289	-	-
-5.6	-118 DK	army @ tulsa		1q_total	u 10.5	-	-102/-118	-	-	-	-105/-115	-	-
-5.6	-142 DK	appalachian state @ marshall		1h_ml	u  	-	'+120/-142	-	-	-	116/-135	-	-
-5.7	-106 FD	virginia tech @ stanford		spread	u -7.5	-114/-106	-122/-109	-	-	-	-115/-101	-	-
-5.7	158 FD	tennessee @ arkansas	Taylen Green	pass_td	o 1.5	'+158/-215	-	'+140/-200	'+150/-200	-	-	-	-
-5.7	-108 DK	south alabama @ arkansas state		total	u 60.5	-110/-110	-123/-108	-	-	-	-117/101	-	-
-5.7	-119 DK	smu @ louisville		total	u 56.5	-	-112/-119	-	-	-	-103/-114	-	-
-5.7	-127 DK	nevada @ san jose state		total	u 52.0	-	-104/-127	-	-	-	104/-121	-	-
-5.7	-115 DK	missouri @ texas a&m		away_total	o 23.5	-	-115/-120	-	-	-	-110/-106	-	-
-5.7	-134 DK	michigan @ washington		total	u 43.0	-	'+100/-134	-	-	-	109/-128	-	-
-5.7	-140 DK	michigan @ washington		away_total	o 19.5	-	-140/+100	-	-	-	-133/114	-	-
-5.7	-134 DK	kansas @ arizona state		total	u 52.0	-	'+101/-134	-	-	-	109/-128	-	-
-5.7	117 DK	kansas @ arizona state		spread	o -1.0	-	'+117/-156	-	-	-	119/-141	-	-
-5.7	-115 DK	bowling green @ akron		1q_total	u 10.5	-	-105/-115	-	-	-	-108/-112	-	-
-5.7	-110 DK	bowling green @ akron		spread	o -16.0	-	-110/-110	-	-	-	-105/-110	-	-
-5.7	-119 DK	boston college @ virginia		total	u 52.5	-	-112/-119	-	-	-	-103/-114	-	-
-5.7	-134 DK	baylor @ iowa state		total	o 43.5	-	-134/+101	-	-	-	-128/109	-	-
-5.7	-135 DK	army @ tulsa		total	u 52.0	-	'+101/-135	-	-	-	110/-129	-	-
-5.7	-127 DK	army @ tulsa		total	u 51.5	-	-104/-127	-	-	-	104/-121	-	-
-5.8	-155 DK	wake forest @ nc state		home_total	u 30.5	-	'+110/-155	-	-	-	125/-147	-	-
-5.8	-104 DK	usc @ minnesota		spread	u -7.5	-	-128/-104	-	-	-	-117/-100	-	-
-5.8	-265 DK	usc @ minnesota		1h_ml	o  	-	-265/+215	-	-	-	-250/203	-	-
-5.8	-121 DK	ucla @ penn state		total	u 47.0	-	-110/-121	-	-	-	-101/-115	-	-
-5.8	-137 DK	tennessee @ arkansas		spread	o -11.5	-	-137/+103	-	-	-	-131/111	-	-
-5.8	-143 DK	old dominion @ coastal carolina		total	o 50.5	-	-143/+107	-	-	-	-136/116	-	-
-5.8	-148 DK	navy @ air force		total	u 39.0	-	'+111/-148	-	-	-	120/-140	-	-
-5.8	-112 DK	michigan @ washington		1q_total	u 7.5	-	-108/-112	-	-	-	-111/-109	-	-
-5.8	-129 DK	michigan @ washington		spread	u -1.0	-	-103/-129	-	-	-	105/-123	-	-
-5.8	-111 DK	massachusetts @ northern illinois		total	u 41.5	-105/-115	-120/-111	-	-	-	-117/100	-	-
-5.8	-138 DK	james madison @ ul monroe		total	u 49.5	-	'+104/-138	-	-	-	112/-131	-	-
-5.8	-112 DK	james madison @ ul monroe		total	u 47.5	-105/-115	-119/-112	-	-	-	-115/-101	-	-
-5.8	-125 DK	james madison @ ul monroe		away_total	u 32.5	-	-110/-125	-	-	-	102/-119	-	-
-5.8	-112 DK	james madison @ ul monroe		spread	u -15.0	-	-118/-112	-	-	-	-108/-106	-	-
-5.8	-485 DK	james madison @ ul monroe		1h_ml	o  	-	-485/+370	-	-	-	-455/335	-	-
-5.8	-122 DK	iowa @ ohio state		total	o 45.0	-	-122/-109	-	-	-	-116/-100	-	-
-5.8	-126 DK	indiana @ northwestern		total	u 42.0	-	-106/-126	-	-	-	103/-120	-	-
-5.8	-142 DK	east carolina @ charlotte		total	u 49.0	-	'+107/-142	-	-	-	115/-135	-	-
-5.8	-125 DK	baylor @ iowa state		total	o 44.0	-	-125/-106	-	-	-	-119/102	-	-
-5.8	-143 DK	baylor @ iowa state		total	o 43.0	-	-143/+108	-	-	-	-136/116	-	-
-5.9	-127 DK	virginia tech @ stanford		total	o 48.5	-	-127/-104	-	-	-	-121/103	-	-
-5.9	-119 DK	tulane @ uab		spread	u -18.0	-	-112/-119	-	-	-	-102/-112	-	-
-5.9	-108 DK	texas tech @ arizona		1h_total	o 31.5	-	-108/-112	-	-	-	-105/-115	-	-
-5.9	-127 DK	south alabama @ arkansas state		total	u 62.0	-	-104/-127	-	-	-	103/-121	-	-
-5.9	-108 DK	south alabama @ arkansas state		1h_total	o 30.5	-	-108/-112	-	-	-	-105/-115	-	-
-5.9	-110 DK	pittsburgh @ north carolina		total	o 64.0	-	-110/-110	-	-	-	-105/-111	-	-
-5.9	-220 FD	ole miss @ south carolina	Jaxson Dart	pass_td	u 2.5	'+162/-220	-	-	'+165/-225	-	-	-	-
-5.9	-120 DK	michigan @ washington		total	u 42.0	-	-111/-120	-	-	-	-102/-114	-	-
-5.9	-137 DK	miami ohio @ toledo		total	u 45.5	-	'+103/-137	-	-	-	111/-130	-	-
-5.9	-110 DK	james madison @ ul monroe		spread	o -15.5	-	-110/-110	-	-	-	-105/-111	-	-
-5.9	-109 DK	james madison @ ul monroe		spread	u -14.5	-	-122/-109	-	-	-	-112/-104	-	-
-5.9	-109 DK	indiana @ northwestern		total	o 41.5	-	-109/-121	-	-	-	-104/-112	-	-
-5.9	-128 DK	bowling green @ akron		total	u 52.0	-	-104/-128	-	-	-	104/-122	-	-
-5.9	-146 DK	boston college @ virginia		total	o 50.0	-	-146/+109	-	-	-	-138/118	-	-
-5.9	-110 DK	baylor @ iowa state		total	u 44.5	-	-110/-110	-	-	-	-111/-105	-	-
-5.9	240 DK	baylor @ iowa state		1q_ml	o  	-	'+240/-298	-	-	-	225/-289	-	-
-5.9	-150 DK	auburn @ georgia		total	o 50.0	-	-150/+112	-	-	-	-142/121	-	-
-5.9	-133 DK	army @ tulsa		total	o 49.5	-	-133/+100	-	-	-	-126/108	-	-
-6.0	-144 DK	western michigan @ ball state		total	u 59.0	-	'+108/-144	-	-	-	116/-136	-	-
-6.0	-135 DK	western michigan @ ball state		total	u 58.5	-	'+102/-135	-	-	-	109/-128	-	-
-6.0	-215 DK	virginia tech @ stanford		home_total	u 23.5	-	'+150/-215	-	-	-	168/-202	-	-
-6.0	-112 DK	virginia tech @ stanford		spread	o -8.5	-	-112/-118	-	-	-	-106/-109	-	-
-6.0	-149 DK	utah state @ boise state		total	o 64.0	-	-149/+112	-	-	-	-141/120	-	-
-6.0	-110 FD	utah state @ boise state		spread	u 27.5	-110/-110	-119/-112	-	-	-	-	-	-
-6.0	-108 DK	usc @ minnesota		spread	u -8.0	-	-123/-108	-	-	-	-113/-103	-	-
-6.0	103 DK	tulane @ uab		total	o 55.5	-	'+103/-136	-	-	-	107/-125	-	-
-6.0	-145 DK	tulane @ uab		away_total	o 34.5	-	-145/+105	-	-	-	-137/117	-	-
-6.0	103 DK	texas tech @ arizona		total	o 65.5	-	'+103/-137	-	-	-	107/-125	-	-
-6.0	-200 MGM	tennessee @ arkansas	Taylen Green	pass_td	u 1.5	'+158/-215	-	'+140/-200	'+150/-200	-	-	-	-
-6.0	-118 FD	tennessee @ arkansas		spread	o -13.5	-118/-104	-120/-111	-	-	-	-110/-104	-	-
-6.0	-124 DK	tennessee @ arkansas		spread	o -13.0	-	-124/-107	-	-	-	-117/101	-	-
-6.0	-135 DK	south alabama @ arkansas state		away_total	u 33.5	-	'+100/-135	-	-	-	109/-128	-	-
-6.0	-108 DK	pittsburgh @ north carolina		1h_spread	o -1.5	-	-108/-112	-	-	-	-104/-114	-	-
-6.0	-135 DK	pittsburgh @ north carolina		1h_ml	o  	-	-135/+114	-	-	-	-128/109	-	-
-6.0	-150 DK	old dominion @ coastal carolina		total	o 50.0	-	-150/+112	-	-	-	-141/121	-	-
-6.0	-104 FD	navy @ air force		total	o 37.5	-104/-118	-105/-127	-	-	-	-101/-116	-	-
-6.0	-107 DK	navy @ air force		total	u 36.5	-	-124/-107	-	-	-	-114/-102	-	-
-6.0	-132 DK	missouri @ texas a&m		total	o 47.0	-	-132/-101	-	-	-	-125/107	-	-
-6.0	-149 DK	missouri @ texas a&m		total	o 46.0	-	-149/+112	-	-	-	-141/120	-	-
-6.0	112 DK	missouri @ texas a&m		spread	o -1.0	-	'+112/-149	-	-	-	115/-136	-	-
-6.0	-142 DK	michigan @ washington		total	o 40.0	-	-142/+107	-	-	-	-134/115	-	-
-6.0	-105 FD	miami ohio @ toledo		total	u 43.5	-115/-105	-123/-108	-	-	-	-117/-100	-	-
-6.0	-118 ESPN	kansas @ arizona state	Luke Grimm	rec_yd	o 49.5	-120	-	-118/-118	-	-	-	-	-
-6.0	-106 DK	james madison @ ul monroe		total	o 48.5	-	-106/-126	-	-	-	-101/-115	-	-
-6.0	-108 DK	indiana @ northwestern		total	u 41.0	-	-112/-108	-	-	-	-113/-103	-	-
-6.0	-107 DK	hawaii @ san diego state		total	u 47.5	-110/-110	-124/-107	-	-	-	-120/103	-	-
-6.0	-125 DK	east carolina @ charlotte		spread	u -9.5	-	-106/-125	-	-	-	102/-118	-	-
-6.0	-137 DK	colorado state @ oregon state		total	o 46.5	-	-137/+103	-	-	-	-129/111	-	-
-6.0	-126 DK	bowling green @ akron		spread	o -14.5	-	-126/-105	-	-	-	-120/102	-	-
-6.0	-121 DK	auburn @ georgia		total	u 52.5	-	-110/-121	-	-	-	-102/-115	-	-
-6.0	105 DK	army @ tulsa		away_total	u 30.5	-	-145/+105	-	-	-	-127/109	-	-
-6.0	-122 DK	appalachian state @ marshall		total	u 58.5	-	-109/-122	-	-	-	-101/-116	-	-
-6.1	-120 DK	wake forest @ nc state		total	u 53.0	-	-111/-120	-	-	-	-103/-114	-	-
-6.1	-105 FD	wake forest @ nc state		spread	u 4.5	-115/-105	-124/-107	-	-	-	-	-	-
-6.1	-124 DK	virginia tech @ stanford		spread	u -9.5	-	-107/-124	-	-	-	100/-118	-	-
-6.1	160 DK	virginia tech @ stanford		1q_ml	u  	-	-192/+160	-	-	-	-193/158	-	-
-6.1	-123 DK	utah state @ boise state		total	u 66.5	-	-108/-123	-	-	-	-100/-116	-	-
-6.1	-148 DK	tulane @ uab		total	u 56.5	-	'+111/-148	-	-	-	119/-139	-	-
-6.1	-114 FD	texas tech @ arizona	Noah Fifita	pass_yd	u 275.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	texas tech @ arizona	Behren Morton	pass_yd	u 248.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	texas tech @ arizona	Behren Morton	pass_yd	o 248.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Taylen Green	pass_yd	u 191.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Taylen Green	pass_yd	o 191.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Nico Iamaleava	pass_yd	u 240.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Nico Iamaleava	pass_yd	o 240.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Isaiah Sategna	rec_yd	u 33.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	tennessee @ arkansas	Isaiah Sategna	rec_yd	o 33.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-110 FD	tennessee @ arkansas		total	u 56.5	-110/-110	-118/-112	-	-	-	-112/-104	-	-
-6.1	-140 DK	south alabama @ arkansas state		spread	u -4.0	-	'+105/-140	-	-	-	113/-132	-	-
-6.1	-105 DK	purdue @ wisconsin		away_total	o 16.5	-	-105/-135	-	-	-	-100/-116	-	-
-6.1	-114 FD	ole miss @ south carolina	Lanorris Sellers	pass_yd	u 157.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	ole miss @ south carolina	Lanorris Sellers	pass_yd	o 157.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	145 DK	old dominion @ coastal carolina		1q_ml	o  	-	'+145/-175	-	-	-	145/-175	-	-
-6.1	-132 DK	navy @ air force		total	o 36.0	-	-132/-101	-	-	-	-124/107	-	-
-6.1	-114 FD	michigan @ washington	Will Rogers	pass_yd	u 227.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	michigan @ washington	Will Rogers	pass_yd	o 227.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	michigan @ washington	Denzel Boston	rec_yd	u 61.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	michigan @ washington	Denzel Boston	rec_yd	o 61.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	michigan @ washington	Alex Orji	rush_yd	u 32.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	michigan @ washington	Alex Orji	rush_yd	o 32.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-120 DK	michigan @ washington		1h_ml	u  	-	'+100/-120	-	-	-	-103/-114	-	-
-6.1	-130 DK	miami ohio @ toledo		total	u 45.0	-	-102/-130	-	-	-	105/-123	-	-
-6.1	-114 FD	iowa @ ohio state	Will Howard	pass_yd	u 247.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	iowa @ ohio state	Will Howard	pass_yd	o 247.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	iowa @ ohio state	Emeka Egbuka	longest_rec	u 23.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	iowa @ ohio state	Emeka Egbuka	longest_rec	o 23.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	iowa @ ohio state	Cade Mcnamara	pass_yd	u 118.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	iowa @ ohio state	Cade Mcnamara	pass_yd	o 118.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Kurtis Rourke	pass_yd	u 233.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Kurtis Rourke	pass_yd	o 233.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Justice Ellison	rush_yd	u 46.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Justice Ellison	rush_yd	o 46.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Elijah Sarratt	rec_yd	u 52.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	indiana @ northwestern	Elijah Sarratt	rec_yd	o 52.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-123 DK	colorado state @ oregon state		total	u 48.5	-	-108/-123	-	-	-	-100/-116	-	-
-6.1	-114 FD	clemson @ florida state	Malik Benson	rec_yd	u 24.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	clemson @ florida state	Malik Benson	rec_yd	o 24.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-105 DK	bowling green @ akron		total	u 50.5	-	-127/-105	-	-	-	-116/-100	-	-
-6.1	-140 DK	boston college @ virginia		home_total	u 27.5	-	'+100/-140	-	-	-	113/-132	-	-
-6.1	-120 DK	boston college @ virginia		1h_ml	u  	-	'+100/-120	-	-	-	-103/-114	-	-
-6.1	-104 DK	baylor @ iowa state		total	o 45.5	-105/-115	-104/-128	-	-	-	104/-121	-	-
-6.1	-114 FD	auburn @ georgia	Payton Thorne	pass_yd	u 187.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	auburn @ georgia	Payton Thorne	pass_yd	o 187.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	auburn @ georgia	Carson Beck	pass_yd	u 292.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	auburn @ georgia	Carson Beck	pass_yd	o 292.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-131 DK	auburn @ georgia		total	o 51.0	-	-131/-101	-	-	-	-124/106	-	-
-6.1	-114 FD	alabama @ vanderbilt	Jam Miller	rush_yd	u 53.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	alabama @ vanderbilt	Jam Miller	rush_yd	o 53.5	-114/-114	-	-118/-118	-	-	-	-	-
-6.1	-114 FD	alabama @ vanderbilt	Jalen Milroe	pass_yd	u 233.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	-114 FD	alabama @ vanderbilt	Jalen Milroe	pass_yd	o 233.5	-114/-114	-	-	-115/-115	-	-	-	-
-6.1	108 DK	alabama @ vanderbilt		total	o 55.5	-	'+108/-143	-	-	-	112/-131	-	-
-6.2	-128 DK	western michigan @ ball state		total	u 58.0	-	-104/-128	-	-	-	103/-121	-	-
-6.2	-106 FD	utah state @ boise state		total	u 65.5	-114/-106	-123/-108	-	-	-	-116/-100	-	-
-6.2	-2800 DK	ucla @ penn state		1h_ml	u  	-	'+1300/-2800	-	-	-	915/-1850	-	-
-6.2	-108 DK	tulane @ uab		total	u 54.0	-	-112/-108	-	-	-	-114/-103	-	-
-6.2	-148 FD	texas tech @ arizona	Behren Morton	pass_td	o 1.5	-148/+112	-	-150/+110	-150/+115	-	-	-	-
-6.2	-165 MGM	tennessee @ arkansas	Nico Iamaleava	pass_td	o 1.5	-172/+128	-	-165/+120	-165/+130	-	-	-	-
-6.2	-310 DK	tennessee @ arkansas		1q_ml	o  	-	-310/+250	-	-	-	-293/227	-	-
-6.2	115 DK	pittsburgh @ north carolina		spread	o -3.5	-	'+115/-154	-	-	-	119/-139	-	-
-6.2	-134 DK	old dominion @ coastal carolina		total	o 51.0	-	-134/+100	-	-	-	-126/108	-	-
-6.2	-108 DK	nevada @ san jose state		1h_total	o 24.5	-	-108/-112	-	-	-	-105/-116	-	-
-6.2	-143 DK	michigan @ washington		total	u 43.5	-	'+107/-143	-	-	-	115/-134	-	-
-6.2	-125 DK	massachusetts @ northern illinois		total	u 43.0	-	-106/-125	-	-	-	101/-118	-	-
-6.2	-135 DK	east carolina @ charlotte		total	u 48.5	-	'+101/-135	-	-	-	109/-127	-	-
-6.2	-129 DK	colorado state @ oregon state		total	o 47.0	-	-129/-103	-	-	-	-122/104	-	-
-6.2	-118 DK	bowling green @ akron		1q_spread	o -3.5	-	-118/-102	-	-	-	-113/-106	-	-
-6.2	-108 DK	army @ tulsa		total	o 51.0	-	-108/-112	-	-	-	-103/-114	-	-
-6.2	-122 DK	appalachian state @ marshall		total	o 57.5	-	-122/-109	-	-	-	-115/-101	-	-
-6.2	-121 DK	alabama @ vanderbilt		spread	u -23.0	-	-110/-121	-	-	-	-102/-114	-	-
-6.2	-108 DK	alabama @ vanderbilt		1h_spread	o -12.5	-	-108/-112	-	-	-	-104/-115	-	-
-6.3	-120 DK	western michigan @ ball state		total	u 57.5	-	-110/-120	-	-	-	-103/-113	-	-
-6.3	-205 DK	western michigan @ ball state		1q_ml	o  	-	-205/+170	-	-	-	-193/158	-	-
-6.3	-133 DK	utah state @ boise state		total	o 65.0	-	-133/+100	-	-	-	-125/107	-	-
-6.3	-104 DK	tulane @ uab		total	o 55.0	-	-104/-128	-	-	-	101/-118	-	-
-6.3	-119 DK	texas tech @ arizona		total	u 64.5	-	-111/-119	-	-	-	-104/-112	-	-
-6.3	-145 DK	rutgers @ nebraska		total	u 41.5	-	'+109/-145	-	-	-	116/-136	-	-
-6.3	-111 DK	rutgers @ nebraska		total	u 39.5	-	-120/-111	-	-	-	-111/-105	-	-
-6.3	-119 DK	pittsburgh @ north carolina		total	o 63.5	-	-119/-111	-	-	-	-112/-104	-	-
-6.3	-105 DK	nevada @ san jose state		total	u 50.5	-	-126/-105	-	-	-	-117/100	-	-
-6.3	101 DK	navy @ air force		total	o 38.0	-	'+101/-134	-	-	-	106/-123	-	-
-6.3	-105 DK	missouri @ texas a&m		home_total	o 25.5	-	-105/-130	-	-	-	100/-117	-	-
-6.3	-133 DK	massachusetts @ northern illinois		total	u 43.5	-	'+100/-133	-	-	-	107/-125	-	-
-6.3	-120 DK	kansas @ arizona state		total	u 51.0	-	-111/-120	-	-	-	-103/-113	-	-
-6.3	-125 DK	kansas @ arizona state		1q_total	u 10.5	-	'+105/-125	-	-	-	-101/-120	-	-
-6.3	-119 DK	hawaii @ san diego state		total	o 48.0	-	-119/-112	-	-	-	-112/-104	-	-
-6.3	-129 DK	clemson @ florida state		total	u 47.5	-	-103/-129	-	-	-	104/-121	-	-
-6.3	-120 DK	bowling green @ akron		total	u 51.5	-	-111/-120	-	-	-	-103/-113	-	-
-6.3	-110 DK	bowling green @ akron		1h_total	u 26.5	-	-110/-110	-	-	-	-114/-106	-	-
-6.3	-112 DK	army @ tulsa		spread	o -13.0	-	-112/-118	-	-	-	-105/-109	-	-
-6.4	102 DK	utah state @ boise state		1h_total	u 34.5	-	-122/+102	-	-	-	-127/105	-	-
-6.4	115 MGM	texas tech @ arizona	Behren Morton	pass_td	u 1.5	-148/+112	-	-150/+110	-150/+115	-	-	-	-
-6.4	-140 DK	navy @ air force		total	u 38.5	-	'+105/-140	-	-	-	112/-131	-	-
-6.4	-112 FD	michigan @ washington		spread	u 1.5	-108/-112	-118/-113	-	-	-	-	-	-
-6.4	-145 DK	massachusetts @ northern illinois		total	u 44.0	-	'+109/-145	-	-	-	116/-135	-	-
-6.4	-132 DK	james madison @ ul monroe		total	u 49.0	-	-101/-132	-	-	-	106/-124	-	-
-6.4	-128 DK	east carolina @ charlotte		total	u 48.0	-	-104/-128	-	-	-	103/-120	-	-
-6.4	-118 DK	duke @ georgia tech		total	o 52.5	-	-118/-112	-	-	-	-111/-105	-	-
-6.4	-147 DK	clemson @ florida state		total	u 48.5	-	'+110/-147	-	-	-	117/-138	-	-
-6.4	-118 DK	clemson @ florida state		spread	o -14.5	-	-118/-113	-	-	-	-110/-104	-	-
-6.4	-122 DK	bowling green @ akron		spread	o -15.0	-	-122/-109	-	-	-	-114/-101	-	-
-6.4	-118 DK	alabama @ vanderbilt		spread	o -22.0	-	-118/-113	-	-	-	-110/-104	-	-
-6.5	-142 DK	tulane @ uab		total	u 56.0	-	'+107/-142	-	-	-	113/-133	-	-
-6.5	108 DK	texas tech @ arizona		total	o 66.0	-	'+108/-144	-	-	-	113/-132	-	-
-6.5	130 MGM	tennessee @ arkansas	Nico Iamaleava	pass_td	u 1.5	-172/+128	-	-165/+120	-165/+130	-	-	-	-
-6.5	-132 DK	south alabama @ arkansas state		spread	u -3.5	-	-101/-132	-	-	-	106/-123	-	-
-6.5	-136 DK	rutgers @ nebraska		total	u 41.0	-	'+102/-136	-	-	-	109/-127	-	-
-6.5	-103 DK	pittsburgh @ north carolina		spread	o -3.0	-	-103/-136	-	-	-	103/-119	-	-
-6.5	-107 DK	michigan @ washington		total	u 41.0	-	-124/-107	-	-	-	-115/-101	-	-
-6.5	-120 DK	michigan @ washington		1q_ml	u  	-	'+100/-120	-	-	-	-105/-114	-	-
-6.5	-155 DK	massachusetts @ northern illinois		total	u 44.5	-	'+116/-155	-	-	-	123/-144	-	-
-6.5	-135 DK	kansas @ arizona state		1h_ml	u  	-	'+114/-135	-	-	-	108/-126	-	-
-6.5	-135 DK	iowa @ ohio state		away_total	o 12.5	-	-135/+100	-	-	-	-126/108	-	-
-6.5	-108 FD	hawaii @ san diego state		spread	o 1.5	-108/-112	-109/-122	-	-	-	-	-	-
-6.5	-122 DK	east carolina @ charlotte		spread	u -9.0	-	-109/-122	-	-	-	-101/-113	-	-
-6.5	-139 DK	clemson @ florida state		total	u 48.0	-	'+104/-139	-	-	-	111/-130	-	-
-6.5	-123 DK	alabama @ vanderbilt		total	u 54.5	-	-108/-123	-	-	-	-101/-115	-	-
-6.6	-122 DK	virginia tech @ stanford		total	o 49.0	-	-122/-109	-	-	-	-114/-102	-	-
-6.6	-121 DK	virginia tech @ stanford		spread	u -9.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.6	-142 DK	utah state @ boise state		total	o 64.5	-	-142/+107	-	-	-	-132/113	-	-
-6.6	-108 DK	ucla @ penn state		total	u 46.0	-	-123/-108	-	-	-	-115/-102	-	-
-6.6	-110 DK	south alabama @ arkansas state		total	o 61.5	-	-110/-121	-	-	-	-104/-113	-	-
-6.6	-142 DK	missouri @ texas a&m		total	o 46.5	-	-142/+106	-	-	-	-132/113	-	-
-6.6	-108 DK	miami ohio @ toledo		total	o 44.5	-	-108/-123	-	-	-	-102/-115	-	-
-6.6	-125 DK	east carolina @ charlotte		total	o 46.5	-	-125/-106	-	-	-	-117/100	-	-
-6.6	-122 DK	east carolina @ charlotte		spread	o -7.5	-	-122/-109	-	-	-	-115/-103	-	-
-6.6	-121 DK	clemson @ florida state		total	u 47.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.6	-121 DK	baylor @ iowa state		total	u 45.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.6	-122 DK	alabama @ vanderbilt		spread	o -21.5	-	-122/-109	-	-	-	-114/-102	-	-
-6.7	190 DK	virginia tech @ stanford		1h_ml	u  	-	-230/+190	-	-	-	-229/188	-	-
-6.7	-120 DK	utah state @ boise state		home_total	o 45.5	-	-120/-115	-	-	-	-112/-104	-	-
-6.7	-123 DK	ucla @ penn state		total	o 46.0	-	-123/-108	-	-	-	-115/-102	-	-
-6.7	-111 DK	texas tech @ arizona		total	o 64.5	-	-111/-119	-	-	-	-104/-112	-	-
-6.7	-126 DK	rutgers @ nebraska		total	u 40.5	-	-106/-126	-	-	-	101/-117	-	-
-6.7	-111 DK	pittsburgh @ north carolina		total	u 63.5	-	-119/-111	-	-	-	-112/-104	-	-
